Disease,"Disease.keyword",ExtractedDate,ExtractedDateTime,Incident,"Incident.keyword","Incident_Type","Incident_Type.keyword","Incident_type","Incident_type.keyword",Language,"Language.keyword",Location,"Location.keyword",MLPipelineVersion,"MLPipelineVersion.keyword",Number,OriginalArticle,"OriginalArticle.keyword",Score,Source,"Source.keyword",Start,TranslatedArticle,"TranslatedArticle.keyword",Url,"Url.keyword","_id","_index","_score","_type"
Filariasis,Filariasis,"Feb 3, 2023 @ 00:00:00.000","Feb 3, 2023 @ 09:51:14.000",case,case,total,total,"-","-",hi,hi,UNKNOWN,UNKNOWN,"v1.0.2","v1.0.2",790,"790 फाइलेरिया रोगियों में 75 का इलाज होना बाकी | Out of 790 filariasis patients, 75 are yet to be treated. - Dainik Bhaskar . राष्ट्रीय फाइलेरिया विलोपन कार्यक्रम के तहत रुग्णता प्रबंधन और विकलांगता रोकथाम हेतु एक दिवसीय प्रशिक्षण का आयोजन जिला भी.बी.डी.पदाधिकारी, हजारीबाग की अध्यक्षता में गुरुवार को आयोजित किया गया। | dainikbhaskar","790 फाइलेरिया रोगियों में 75 का इलाज होना बाकी | Out of 790 filariasis patients, 75 are yet to be treated. - Dainik Bhaskar . राष्ट्रीय फाइलेरिया विलोपन कार्यक्रम के तहत रुग्णता प्रबंधन और विकलांगता रोकथाम हेतु एक दिवसीय प्रशिक्षण का आयोजन जिला भी.बी.डी.पदाधिकारी, हजारीबाग की अध्यक्षता में गुरुवार को आयोजित किया गया। | dainikbhaskar","0.879",galerts,galerts,7,"Out of 790 filariasis patients, 75 are yet to be treated. - Dainik Bhaskar. | dainikbhaskar","Out of 790 filariasis patients, 75 are yet to be treated. - Dainik Bhaskar. | dainikbhaskar","https://www.bhaskar.com/local/jharkhand/hazaribagh/news/out-of-790-filariasis-patients-75-are-yet-to-be-treated-130875182.html","https://www.bhaskar.com/local/jharkhand/hazaribagh/news/out-of-790-filariasis-patients-75-are-yet-to-be-treated-130875182.html",D8WMFYYBjuOAFaZ2kX0C,"raw_event_data_index","-","-"
Filariasis,Filariasis,"Jan 21, 2023 @ 00:00:00.000","Jan 21, 2023 @ 17:32:04.000",case,case,new,new,"-","-",hi,hi,Pilibhit,Pilibhit,"v1.0.2","v1.0.2",824,"Pilibhit News:सरकारी कवायद नाकाफी, जिले में फाइलेरिया के 824 मामले - Health - Pilibhit News . सरकारी कवायद नाकाफी, जिले में फाइलेरिया के 824 मामले","Pilibhit News:सरकारी कवायद नाकाफी, जिले में फाइलेरिया के 824 मामले - Health - Pilibhit News . सरकारी कवायद नाकाफी, जिले में फाइलेरिया के 824 मामले","0.939",galerts,galerts,15,"Pilibhit News: 824 cases of filariasis reported in district 824 Filariasis Cases in District","Pilibhit News: 824 cases of filariasis reported in district 824 Filariasis Cases in District","https://www.amarujala.com/uttar-pradesh/pilibhit/health-pilibhit-news-bly5107468177-2023-01-20","https://www.amarujala.com/uttar-pradesh/pilibhit/health-pilibhit-news-bly5107468177-2023-01-20",ssVI1IUBjuOAFaZ2fkek,"raw_event_data_index","-","-"
Filariasis,Filariasis,"Jan 21, 2023 @ 00:00:00.000","Jan 21, 2023 @ 00:35:04.000",case,case,total,total,"-","-",hi,hi,UNKNOWN,UNKNOWN,"v1.0.2","v1.0.2",824,"Pilibhit News:सरकारी कवायद नाकाफी, जिले में फाइलेरिया के 824 मामले - Health - Pilibhit News | सरकारी कवायद नाकाफी, जिले में फाइलेरिया के 824 मामले","Pilibhit News:सरकारी कवायद नाकाफी, जिले में फाइलेरिया के 824 मामले - Health - Pilibhit News | सरकारी कवायद नाकाफी, जिले में फाइलेरिया के 824 मामले","0.587","cc_news","cc_news",61,"824 cases of filariasis reported in district, state tally at 824","824 cases of filariasis reported in district, state tally at 824","https://www.amarujala.com/uttar-pradesh/pilibhit/health-pilibhit-news-bly5107468177-2023-01-20","https://www.amarujala.com/uttar-pradesh/pilibhit/health-pilibhit-news-bly5107468177-2023-01-20",4MXC0IUBjuOAFaZ2b0Wj,"raw_event_data_index","-","-"
Filariasis,Filariasis,"Jan 1, 2023 @ 00:00:00.000","Jan 1, 2023 @ 06:52:22.000",case,case,total,total,"-","-",hi,hi,UNKNOWN,UNKNOWN,"v1.0.2","v1.0.2","2,007","प्रयागराज के 14 विकासखंड ऐसे जहां मिले हैं एक फीसद से कम फाइलेरिया के मरीज | Eight units passed antigen test survey 14 development blocks of Prayagraj where less than one percent filariasis patients have been found - Dainik Bhaskar . जनपद को फाइलेरिया मुक्त बनाने की दिशा में विविध गतिविधियां हो रही हैं। इसी क्रम में फाइलेरिया रोग उन्मूलन कार्यक्रम के अंतर्गत ब्लाक स्तरीय इकाई बनाकर सघन सर्वेक्षण अभियान चलाया गया है।अभियान का पहला चरण सितंबर में पूरा हुआ जबकि दूसरा चरण 1 दिसंबर से 28 दिसंबर के बीच चला। उन्होंने बताया कि वर्तमान में जनपद में फाइलेरिया के 2007 केस है जिसमे हाथीपांव के 1136 व हाइड्रोसील 871 केस सक्रिय हैं। 355 हाइ... | Various activities are being done in the direction of making the district free from filariasis. In this sequence, an intensive survey campaign has been started by creating a block level unit under the Filariasis Eradication Program.","प्रयागराज के 14 विकासखंड ऐसे जहां मिले हैं एक फीसद से कम फाइलेरिया के मरीज | Eight units passed antigen test survey 14 development blocks of Prayagraj where less than one percent filariasis patients have been found - Dainik Bhaskar . जनपद को फाइलेरिया मुक्त बनाने की दिशा में विविध गतिविधियां हो रही हैं। इसी क्रम में फाइलेरिया रोग उन्मूलन कार्यक्रम के अंतर्गत ब्लाक स्तरीय इकाई बनाकर सघन सर्वेक्षण अभियान चलाया गया है।अभियान का पहला चरण सितंबर में पूरा हुआ जबकि दूसरा चरण 1 दिसंबर से 28 दिसंबर के बीच चला। उन्होंने बताया कि वर्तमान में जनपद में फाइलेरिया के 2007 केस है जिसमे हाथीपांव के 1136 व हाइड्रोसील 871 केस सक्रिय हैं। 355 हाइ... | Various activities are being done in the direction of making the district free from filariasis. In this sequence, an intensive survey campaign has been started by creating a block level unit under the Filariasis Eradication Program.","0.263",galerts,galerts,408,"Eight units passed antigen test survey 14 development blocks of Prayagraj where less than one percent filariasis patients have been found - Dainik Bhaskar. Accordingly, an intensive survey campaign has been undertaken by forming a block level unit under the Filariasis Elimination Programme. The first phase was completed in September and the second phase in December 1 to 28. He said at present, there were 2007 cases of filariasis in the district, out of which 1136 were reported from Hathipaon and 871 from Hydro Seal. 355 Various activities are being done in the direction of making the district free from filariasis. In this sequence, an intensive survey campaign has been started by creating a block level unit under the Filariasis Eradication Programme.","Eight units passed antigen test survey 14 development blocks of Prayagraj where less than one percent filariasis patients have been found - Dainik Bhaskar. Accordingly, an intensive survey campaign has been undertaken by forming a block level unit under the Filariasis Elimination Programme. The first phase was completed in September and the second phase in December 1 to 28. He said at present, there were 2007 cases of filariasis in the district, out of which 1136 were reported from Hathipaon and 871 from Hydro Seal. 355 Various activities are being done in the direction of making the district free from filariasis. In this sequence, an intensive survey campaign has been started by creating a block level unit under the Filariasis Eradication Programme.","https://www.bhaskar.com/local/uttar-pradesh/prayagraj/news/eight-units-passed-antigen-test-survey-14-development-blocks-of-prayagraj-where-less-than-one-percent-filariasis-patients-have-been-found-130744889.html","https://www.bhaskar.com/local/uttar-pradesh/prayagraj/news/eight-units-passed-antigen-test-survey-14-development-blocks-of-prayagraj-where-less-than-one-percent-filariasis-patients-have-been-found-130744889.html",NMQAa4UBjuOAFaZ2GubR,"raw_event_data_index","-","-"
Filariasis,Filariasis,"Dec 31, 2022 @ 00:00:00.000","Dec 31, 2022 @ 20:59:34.000",case,case,total,total,"-","-",hi,hi,UNKNOWN,UNKNOWN,"v1.0.2","v1.0.2","2,007","प्रयागराज के 14 विकासखंड ऐसे जहां मिले हैं एक फीसद से कम फाइलेरिया के मरीज | Eight units passed antigen test survey 14 development blocks of Prayagraj where less than one percent filariasis patients have been found - Dainik Bhaskar . जनपद को फाइलेरिया मुक्त बनाने की दिशा में विविध गतिविधियां हो रही हैं। इसी क्रम में फाइलेरिया रोग उन्मूलन कार्यक्रम के अंतर्गत ब्लाक स्तरीय इकाई बनाकर सघन सर्वेक्षण अभियान चलाया गया है।अभियान का पहला चरण सितंबर में पूरा हुआ जबकि दूसरा चरण 1 दिसंबर से 28 दिसंबर के बीच चला। उन्होंने बताया कि वर्तमान में जनपद में फाइलेरिया के 2007 केस है जिसमे हाथीपांव के 1136 व हाइड्रोसील 871 केस सक्रिय हैं। 355 हाइ... | Various activities are being done in the direction of making the district free from filariasis. In this sequence, an intensive survey campaign has been started by creating a block level unit under the Filariasis Eradication Program.","प्रयागराज के 14 विकासखंड ऐसे जहां मिले हैं एक फीसद से कम फाइलेरिया के मरीज | Eight units passed antigen test survey 14 development blocks of Prayagraj where less than one percent filariasis patients have been found - Dainik Bhaskar . जनपद को फाइलेरिया मुक्त बनाने की दिशा में विविध गतिविधियां हो रही हैं। इसी क्रम में फाइलेरिया रोग उन्मूलन कार्यक्रम के अंतर्गत ब्लाक स्तरीय इकाई बनाकर सघन सर्वेक्षण अभियान चलाया गया है।अभियान का पहला चरण सितंबर में पूरा हुआ जबकि दूसरा चरण 1 दिसंबर से 28 दिसंबर के बीच चला। उन्होंने बताया कि वर्तमान में जनपद में फाइलेरिया के 2007 केस है जिसमे हाथीपांव के 1136 व हाइड्रोसील 871 केस सक्रिय हैं। 355 हाइ... | Various activities are being done in the direction of making the district free from filariasis. In this sequence, an intensive survey campaign has been started by creating a block level unit under the Filariasis Eradication Program.","0.263",galerts,galerts,408,"Eight units passed antigen test survey 14 development blocks of Prayagraj where less than one percent filariasis patients have been found - Dainik Bhaskar. Accordingly, an intensive survey campaign has been undertaken by forming a block level unit under the Filariasis Elimination Programme. The first phase was completed in September and the second phase in December 1 to 28. He said at present, there were 2007 cases of filariasis in the district, out of which 1136 were reported from Hathipaon and 871 from Hydro Seal. 355 Various activities are being done in the direction of making the district free from filariasis. In this sequence, an intensive survey campaign has been started by creating a block level unit under the Filariasis Eradication Programme.","Eight units passed antigen test survey 14 development blocks of Prayagraj where less than one percent filariasis patients have been found - Dainik Bhaskar. Accordingly, an intensive survey campaign has been undertaken by forming a block level unit under the Filariasis Elimination Programme. The first phase was completed in September and the second phase in December 1 to 28. He said at present, there were 2007 cases of filariasis in the district, out of which 1136 were reported from Hathipaon and 871 from Hydro Seal. 355 Various activities are being done in the direction of making the district free from filariasis. In this sequence, an intensive survey campaign has been started by creating a block level unit under the Filariasis Eradication Programme.","https://www.bhaskar.com/local/uttar-pradesh/prayagraj/news/eight-units-passed-antigen-test-survey-14-development-blocks-of-prayagraj-where-less-than-one-percent-filariasis-patients-have-been-found-130744889.html","https://www.bhaskar.com/local/uttar-pradesh/prayagraj/news/eight-units-passed-antigen-test-survey-14-development-blocks-of-prayagraj-where-less-than-one-percent-filariasis-patients-have-been-found-130744889.html",nsTfaIUBjuOAFaZ2UOTJ,"raw_event_data_index","-","-"
Filariasis,Filariasis,"Dec 31, 2022 @ 00:00:00.000","Dec 31, 2022 @ 20:59:34.000",case,case,total,total,"-","-",hi,hi,UNKNOWN,UNKNOWN,"v1.0.2","v1.0.2","2,007","प्रयागराज के 14 विकासखंड ऐसे जहां मिले हैं एक फीसद से कम फाइलेरिया के मरीज | Eight units passed antigen test survey 14 development blocks of Prayagraj where less than one percent filariasis patients have been found - Dainik Bhaskar . जनपद को फाइलेरिया मुक्त बनाने की दिशा में विविध गतिविधियां हो रही हैं। इसी क्रम में फाइलेरिया रोग उन्मूलन कार्यक्रम के अंतर्गत ब्लाक स्तरीय इकाई बनाकर सघन सर्वेक्षण अभियान चलाया गया है।अभियान का पहला चरण सितंबर में पूरा हुआ जबकि दूसरा चरण 1 दिसंबर से 28 दिसंबर के बीच चला। उन्होंने बताया कि वर्तमान में जनपद में फाइलेरिया के 2007 केस है जिसमे हाथीपांव के 1136 व हाइड्रोसील 871 केस सक्रिय हैं। 355 हाइ... | Various activities are being done in the direction of making the district free from filariasis. In this sequence, an intensive survey campaign has been started by creating a block level unit under the Filariasis Eradication Program.","प्रयागराज के 14 विकासखंड ऐसे जहां मिले हैं एक फीसद से कम फाइलेरिया के मरीज | Eight units passed antigen test survey 14 development blocks of Prayagraj where less than one percent filariasis patients have been found - Dainik Bhaskar . जनपद को फाइलेरिया मुक्त बनाने की दिशा में विविध गतिविधियां हो रही हैं। इसी क्रम में फाइलेरिया रोग उन्मूलन कार्यक्रम के अंतर्गत ब्लाक स्तरीय इकाई बनाकर सघन सर्वेक्षण अभियान चलाया गया है।अभियान का पहला चरण सितंबर में पूरा हुआ जबकि दूसरा चरण 1 दिसंबर से 28 दिसंबर के बीच चला। उन्होंने बताया कि वर्तमान में जनपद में फाइलेरिया के 2007 केस है जिसमे हाथीपांव के 1136 व हाइड्रोसील 871 केस सक्रिय हैं। 355 हाइ... | Various activities are being done in the direction of making the district free from filariasis. In this sequence, an intensive survey campaign has been started by creating a block level unit under the Filariasis Eradication Program.","0.263",galerts,galerts,408,"Eight units passed antigen test survey 14 development blocks of Prayagraj where less than one percent filariasis patients have been found - Dainik Bhaskar. Accordingly, an intensive survey campaign has been undertaken by forming a block level unit under the Filariasis Elimination Programme. The first phase was completed in September and the second phase in December 1 to 28. He said at present, there were 2007 cases of filariasis in the district, out of which 1136 were reported from Hathipaon and 871 from Hydro Seal. 355 Various activities are being done in the direction of making the district free from filariasis. In this sequence, an intensive survey campaign has been started by creating a block level unit under the Filariasis Eradication Programme.","Eight units passed antigen test survey 14 development blocks of Prayagraj where less than one percent filariasis patients have been found - Dainik Bhaskar. Accordingly, an intensive survey campaign has been undertaken by forming a block level unit under the Filariasis Elimination Programme. The first phase was completed in September and the second phase in December 1 to 28. He said at present, there were 2007 cases of filariasis in the district, out of which 1136 were reported from Hathipaon and 871 from Hydro Seal. 355 Various activities are being done in the direction of making the district free from filariasis. In this sequence, an intensive survey campaign has been started by creating a block level unit under the Filariasis Eradication Programme.","https://www.bhaskar.com/local/uttar-pradesh/prayagraj/news/eight-units-passed-antigen-test-survey-14-development-blocks-of-prayagraj-where-less-than-one-percent-filariasis-patients-have-been-found-130744889.html","https://www.bhaskar.com/local/uttar-pradesh/prayagraj/news/eight-units-passed-antigen-test-survey-14-development-blocks-of-prayagraj-where-less-than-one-percent-filariasis-patients-have-been-found-130744889.html",oMTfaIUBjuOAFaZ2UOTY,"raw_event_data_index","-","-"
filaria,filaria,"Dec 26, 2022 @ 00:00:00.000","Dec 26, 2022 @ 12:48:59.000",case,case,total,total,"-","-",hi,hi,UNKNOWN,UNKNOWN,"v1.0.2","v1.0.2","1,532","जिले में फाइलेरिया मरीजों की संख्या 1,532 | The number of filaria patients in the district is 1,532 - Dainik Bhaskar . फाइलेरिया नियंत्रण तथा कालाजार को लेकर आयोजित हुआ उन्मुखीकरण कार्यशाला | dainikbhaskar","जिले में फाइलेरिया मरीजों की संख्या 1,532 | The number of filaria patients in the district is 1,532 - Dainik Bhaskar . फाइलेरिया नियंत्रण तथा कालाजार को लेकर आयोजित हुआ उन्मुखीकरण कार्यशाला | dainikbhaskar","0.448",galerts,galerts,50,"The number of filaria patients in the district is 1,532. Orientation workshop on Filariasis Control and Kala Azar held","The number of filaria patients in the district is 1,532. Orientation workshop on Filariasis Control and Kala Azar held","https://www.bhaskar.com/local/bihar/saharsa/news/the-number-of-filaria-patients-in-the-district-is-1532-130723861.html","https://www.bhaskar.com/local/bihar/saharsa/news/the-number-of-filaria-patients-in-the-district-is-1532-130723861.html",ZsRuTYUBjuOAFaZ2CMK6,"raw_event_data_index","-","-"
Filariasis,Filariasis,"Dec 15, 2022 @ 00:00:00.000","Dec 15, 2022 @ 21:05:48.000",case,case,total,total,"-","-",hi,hi,Unnao,Unnao,"v1.0.2","v1.0.2",30,"आजाद नगर में तीन सौ लोगों की हुई जांच, घर-घर से लिए गए खून के नमूने | Three hundred people were examined in Azad Nagar, blood samples taken from house to house - Dainik Bhaskar . उन्नाव में सीएमओ के निर्देश पर नेतुआ ग्राम सभा के आजाद नगर, नई बस्ती और शारदा नगर में फाइलेरिया उन्मूलन के तहत स्वास्थ्य कर्मियों ने कैंप लगाने के साथ ही घर-घर खून के नमूने लेकर जांच के लिये भेजे। इसमें तीन सौ से अधिक लोगों की जांच की गई गई। जांच में तीस लोगों को फाइलेरिया की पुष्टि हुई। | 30 filariasis patients found in Unnao, Unnao news,Unnao local news, Unnao latest news, Unnao all news, up latest news उन्नाव में सीएमओ के निर्देश पर नेतुआ ग्राम सभा के आजाद नगर, नई बस्ती और शारदा नगर में फाइलेरिया उन्मूलन के तहत स्वास्थ्य कर्मियों ने कैंप लगाने के साथ ही घर-घर खून के नमूने लेकर जांच के लिये भेजे।","आजाद नगर में तीन सौ लोगों की हुई जांच, घर-घर से लिए गए खून के नमूने | Three hundred people were examined in Azad Nagar, blood samples taken from house to house - Dainik Bhaskar . उन्नाव में सीएमओ के निर्देश पर नेतुआ ग्राम सभा के आजाद नगर, नई बस्ती और शारदा नगर में फाइलेरिया उन्मूलन के तहत स्वास्थ्य कर्मियों ने कैंप लगाने के साथ ही घर-घर खून के नमूने लेकर जांच के लिये भेजे। इसमें तीन सौ से अधिक लोगों की जांच की गई गई। जांच में तीस लोगों को फाइलेरिया की पुष्टि हुई। | 30 filariasis patients found in Unnao, Unnao news,Unnao local news, Unnao latest news, Unnao all news, up latest news उन्नाव में सीएमओ के निर्देश पर नेतुआ ग्राम सभा के आजाद नगर, नई बस्ती और शारदा नगर में फाइलेरिया उन्मूलन के तहत स्वास्थ्य कर्मियों ने कैंप लगाने के साथ ही घर-घर खून के नमूने लेकर जांच के लिये भेजे।","0.702",galerts,galerts,187,"Three hundred people were tested in Azad Nagar, blood samples taken from house to house in Dainik Bhaskar. More than 300 people were tested. Thirty people tested positive for Filariasis. 30 filariasis patients found in Unnao, Unnao, Nai Basti and Sharda Nagar Under the direction of the CMO, the health workers of Netua Gram Sabha, under the Filariasis Eradication Programme, conducted camps and collected blood samples from every house in Azad Nagar, Nayi Basti and Sharda Nagar.","Three hundred people were tested in Azad Nagar, blood samples taken from house to house in Dainik Bhaskar. More than 300 people were tested. Thirty people tested positive for Filariasis. 30 filariasis patients found in Unnao, Unnao, Nai Basti and Sharda Nagar Under the direction of the CMO, the health workers of Netua Gram Sabha, under the Filariasis Eradication Programme, conducted camps and collected blood samples from every house in Azad Nagar, Nayi Basti and Sharda Nagar.","https://www.bhaskar.com/local/uttar-pradesh/unnao/news/three-hundred-people-were-examined-in-azad-nagar-blood-samples-taken-from-house-to-house-130682288.html","https://www.bhaskar.com/local/uttar-pradesh/unnao/news/three-hundred-people-were-examined-in-azad-nagar-blood-samples-taken-from-house-to-house-130682288.html",cMShFoUBjuOAFaZ2XIST,"raw_event_data_index","-","-"
"filarial infection","filarial infection","Dec 15, 2022 @ 00:00:00.000","Dec 15, 2022 @ 00:45:49.000",case,case,total,total,"-","-",hi,hi,Maihar,Maihar,"v1.0.2","v1.0.2",5,"4 और मासूमों में फाइलेरिया संक्रमण की हुई पुष्टि, संक्रमितों की संख्या हुई 5 | Filariasis infection confirmed in 4 more innocents, the number of infected is 5 - Dainik Bhaskar . सतना जिले में फाइलेरिया (हाथी पांव) के मरीजों की संख्या बढ़कर 5 हो गई है। ग्रामीण क्षेत्रों में इस बीमारी के नए केस मिलने का सिलसिला लगातार जारी है। सोमवार को ही मैहर में फाइलेरिया का पहला केस सामने आया था जिसके बात मंगलवार को हुई टेस्टिंग में मैहर के साथ साथ अमरपाटन ब्लॉक में भी 4 नए मामले सामने आए हैं।  | 4 और मासूमों में फाइलेरिया संक्रमण की हुई पुष्टि, संक्रमितों की संख्या हुई 5","4 और मासूमों में फाइलेरिया संक्रमण की हुई पुष्टि, संक्रमितों की संख्या हुई 5 | Filariasis infection confirmed in 4 more innocents, the number of infected is 5 - Dainik Bhaskar . सतना जिले में फाइलेरिया (हाथी पांव) के मरीजों की संख्या बढ़कर 5 हो गई है। ग्रामीण क्षेत्रों में इस बीमारी के नए केस मिलने का सिलसिला लगातार जारी है। सोमवार को ही मैहर में फाइलेरिया का पहला केस सामने आया था जिसके बात मंगलवार को हुई टेस्टिंग में मैहर के साथ साथ अमरपाटन ब्लॉक में भी 4 नए मामले सामने आए हैं।  | 4 और मासूमों में फाइलेरिया संक्रमण की हुई पुष्टि, संक्रमितों की संख्या हुई 5","0.527",galerts,galerts,77,"Filariasis infection confirmed in 4 more inocents, the number of infected is 5-Dainik Bhaskar. The trend of new cases continues in rural areas. The first case of filariasis was reported in Maihar on Monday, which was followed by four new cases in Maihar and Amarpatan block on Tuesday. Filarial infection confirmed in 4 more children, total cases rise to 5","Filariasis infection confirmed in 4 more inocents, the number of infected is 5-Dainik Bhaskar. The trend of new cases continues in rural areas. The first case of filariasis was reported in Maihar on Monday, which was followed by four new cases in Maihar and Amarpatan block on Tuesday. Filarial infection confirmed in 4 more children, total cases rise to 5","https://www.bhaskar.com/local/mp/satna/news/filariasis-infection-confirmed-in-4-more-innocents-the-number-of-infected-is-5-130678926.html","https://www.bhaskar.com/local/mp/satna/news/filariasis-infection-confirmed-in-4-more-innocents-the-number-of-infected-is-5-130678926.html","7sQlEoUBjuOAFaZ2RX8-","raw_event_data_index","-","-"
Filariasis,Filariasis,"Dec 15, 2022 @ 00:00:00.000","Dec 15, 2022 @ 00:45:49.000",case,case,new,new,"-","-",hi,hi,Maihar,Maihar,"v1.0.2","v1.0.2",4,"4 और मासूमों में फाइलेरिया संक्रमण की हुई पुष्टि, संक्रमितों की संख्या हुई 5 | Filariasis infection confirmed in 4 more innocents, the number of infected is 5 - Dainik Bhaskar . सतना जिले में फाइलेरिया (हाथी पांव) के मरीजों की संख्या बढ़कर 5 हो गई है। ग्रामीण क्षेत्रों में इस बीमारी के नए केस मिलने का सिलसिला लगातार जारी है। सोमवार को ही मैहर में फाइलेरिया का पहला केस सामने आया था जिसके बात मंगलवार को हुई टेस्टिंग में मैहर के साथ साथ अमरपाटन ब्लॉक में भी 4 नए मामले सामने आए हैं।  | 4 और मासूमों में फाइलेरिया संक्रमण की हुई पुष्टि, संक्रमितों की संख्या हुई 5","4 और मासूमों में फाइलेरिया संक्रमण की हुई पुष्टि, संक्रमितों की संख्या हुई 5 | Filariasis infection confirmed in 4 more innocents, the number of infected is 5 - Dainik Bhaskar . सतना जिले में फाइलेरिया (हाथी पांव) के मरीजों की संख्या बढ़कर 5 हो गई है। ग्रामीण क्षेत्रों में इस बीमारी के नए केस मिलने का सिलसिला लगातार जारी है। सोमवार को ही मैहर में फाइलेरिया का पहला केस सामने आया था जिसके बात मंगलवार को हुई टेस्टिंग में मैहर के साथ साथ अमरपाटन ब्लॉक में भी 4 नए मामले सामने आए हैं।  | 4 और मासूमों में फाइलेरिया संक्रमण की हुई पुष्टि, संक्रमितों की संख्या हुई 5","0.773",galerts,galerts,229,"Filariasis infection confirmed in 4 more inocents, the number of infected is 5-Dainik Bhaskar. The trend of new cases continues in rural areas. The first case of filariasis was reported in Maihar on Monday, which was followed by four new cases in Maihar and Amarpatan block on Tuesday. Filarial infection confirmed in 4 more children, total cases rise to 5","Filariasis infection confirmed in 4 more inocents, the number of infected is 5-Dainik Bhaskar. The trend of new cases continues in rural areas. The first case of filariasis was reported in Maihar on Monday, which was followed by four new cases in Maihar and Amarpatan block on Tuesday. Filarial infection confirmed in 4 more children, total cases rise to 5","https://www.bhaskar.com/local/mp/satna/news/filariasis-infection-confirmed-in-4-more-innocents-the-number-of-infected-is-5-130678926.html","https://www.bhaskar.com/local/mp/satna/news/filariasis-infection-confirmed-in-4-more-innocents-the-number-of-infected-is-5-130678926.html",7cQlEoUBjuOAFaZ2RX82,"raw_event_data_index","-","-"
Filariasis,Filariasis,"Dec 13, 2022 @ 00:00:00.000","Dec 13, 2022 @ 09:11:04.000",case,case,total,total,"-","-",hi,hi,Niwari,Niwari,"v1.0.2","v1.0.2",82,"फाइलेरिया से रोकथाम के लिए मरीजों का उपचार शुरू | Treatment of patients started for prevention from filariasis - Dainik Bhaskar . टीकमगढ़ व निवाड़ी जिले में फाइलेरिया पैर पसारता जा रहा है। 82 पुराने फाइलेरिया के मरीजों के अलावा हाल ही में लिए गए 4200 सैंपलों में से 3400 की जांच में 20 माइक्रो फाइलेरिया के मरीज शामिल हैं। जिनमें से 10 मरीज अकेले निवाड़ी जिले के थौना गांव के हैं। ऐसे में निवाड़ी सामुदायिक स्वास्थ्य केंद्र के अंतर्गत आने वाले थौना गांव में फाइलेरिया के मरीजों के लिए मोरबिडिटी मैनेजमेंट के लिए शिविर लगाकर उपचार किया... | dainikbhaskar","फाइलेरिया से रोकथाम के लिए मरीजों का उपचार शुरू | Treatment of patients started for prevention from filariasis - Dainik Bhaskar . टीकमगढ़ व निवाड़ी जिले में फाइलेरिया पैर पसारता जा रहा है। 82 पुराने फाइलेरिया के मरीजों के अलावा हाल ही में लिए गए 4200 सैंपलों में से 3400 की जांच में 20 माइक्रो फाइलेरिया के मरीज शामिल हैं। जिनमें से 10 मरीज अकेले निवाड़ी जिले के थौना गांव के हैं। ऐसे में निवाड़ी सामुदायिक स्वास्थ्य केंद्र के अंतर्गत आने वाले थौना गांव में फाइलेरिया के मरीजों के लिए मोरबिडिटी मैनेजमेंट के लिए शिविर लगाकर उपचार किया... | dainikbhaskar","0.283",galerts,galerts,94,"Treatment of patients started for prevention from filariasis - Dainik Bhaskar. In addition to 82 patients with chronic filariasis, out of 4200 samples taken recently, out of 3400 samples tested, 20 patients with micro filariasis have been found positive. Out of these, 10 patients are from Thouna village in Niwari district alone. In such a situation, he organized a camp for morbidity management for the patients of filariasis in Thouna village under the Niwari Community Health Centre.","Treatment of patients started for prevention from filariasis - Dainik Bhaskar. In addition to 82 patients with chronic filariasis, out of 4200 samples taken recently, out of 3400 samples tested, 20 patients with micro filariasis have been found positive. Out of these, 10 patients are from Thouna village in Niwari district alone. In such a situation, he organized a camp for morbidity management for the patients of filariasis in Thouna village under the Niwari Community Health Centre.","https://www.bhaskar.com/local/mp/tikamgarh/news/treatment-of-patients-started-for-prevention-from-filariasis-130672229.html","https://www.bhaskar.com/local/mp/tikamgarh/news/treatment-of-patients-started-for-prevention-from-filariasis-130672229.html",ysSnCYUBjuOAFaZ2vnYB,"raw_event_data_index","-","-"
